City,Accommodation,Apartment Name,Furnishing,Tenant Preferred,Availability,Carpet Area,Floor,Facing,overlooking,Bathroom,Balcony,Rent,Description
faridabad,"3 BHK Apartment for Rent in Amolik Heights, Sector 88",Amolik Heights,Semi-Furnished,Bachelors/Family,Immediately,645 sqft,3 out of 12,East,"Garden/Park, Main Road",2,2,"₹12,000","this is the prime location project nearest of Asian hospitan and KR Manglam school or open market front of project If you are planning to rent a flat, you can consider this 3 BHK flat situated in the prime location of Sector 88. Located within the premium project of Amolik Heights, this well-ventilated flat is available on rent. The rental rates are quite justifiable and set at an amount of Rs 12,000/-. Although, the occupier is required to deposit a booking amount of Rs 12000/-. We keep a say in the type of tenants preferred to rent our flat and the tenants preferred are Bachelors/Family. Some attractive additional facilities available with the flat are jogging and strolling track. The flat is strategically located near this is the prime location project nearest of sector28 metro station a. It provides an amazing view of garden/park, main road. The flat comes with 1 open car parking for dedicated use. It also has 2 balconies. The flat offered on rent is equipped with 3 well-designed bedrooms. A beautifully designed abode, the flat is semi-furnished. Owing to continuous demand, the flat is immediately available for rent. "
faridabad,"3 BHK Apartment for Rent in RPS Savana, Sector 88",RPS Savana,Semi-Furnished,Bachelors/Family,Immediately,1461 sqft,9 out of 18,East,Main Road,3,4,"₹17,500","this is 3 BHK flat Semi furnished and very nice work If you are planning to rent a flat, you can consider this 3 BHK flat situated in the prime location of Sector 88. This charming flat available on rent is part of the Rps Savana. The rental rates are quite justifiable and set at an amount of Rs 17,500/-. You just have to deposit an initial booking amount of Rs 0/-. We are particular about whom we let out the flat to and the type of tenants preferred are Bachelors/Family. If you rent the flat, you will have access to facilities like bar/lounge, banquet hall, jogging and strolling track, outdoor tennis courts, laundry service. The flat is well-connected and positioned near nearby amrita hospital sector 88 faridabad. It is well-positioned and one can get a view of main road. The flat comes with 1 open car parking for dedicated use. The flat also has 4 balconies for a multiple usages. The flat listed for rent boasts of 3 sizable and aesthetically designed bedrooms. The flat is well-designed and comes semi-furnished, with a unique appeal. It is immediately available for rent. "
faridabad,"4 BHK Builder Floor for Rent in Greenfield Colony, Mathura Road",None,Unfurnished,Bachelors,Immediately,2700 sqft,2 out of 4,West,"Garden/Park, Main Road",4,2,"₹32,000",An excellent beautiful a well located new single unit builder floor with completion certificate reserve car parking and available for RENT in Greenfield Faridabad. The builder floor apartment having total 4th floors with all modern facilities. The floor is structured for adequate natural lighting and is Semi furnished with modular kitchen false ceiling and wardrobes. Italian marble flooring in bedroom. Lift facility also available.
faridabad,"2 BHK Builder Floor for Rent in Sector 21C, Mathura Road",None,Semi-Furnished,Bachelors,Immediately,1200 sqft,1 out of 2,West,None,2,2,"₹17,000","newly Built 2BHK available for rent. near to 21c market, manav rachna university, asian hospital, park plaza Do you want to rent flat for accomodation? Consider 2 BHK flat in the popular locality of Sector 21C, Mathura Road. The rent amount of the flat is very competitive and set at an amount of Rs 17,000/-. We keep a say in the type of tenants preferred to rent our flat and the tenants preferred are Bachelors. In addition to this, the flat is studded with capacious 2 balconies. The flat offered on rent is equipped with 2 well-designed bedrooms. Designed to meet your modern needs, the flat comes semi-furnished. It is immediately available for rent. "
faridabad,"3 BHK Builder Floor for Rent in BPTP Parkland Pride, Sector 77",BPTP Parkland Pride,Unfurnished,Bachelors,Immediately,1000 sqft,1 out of 3,East,"Garden/Park, Main Road",2,3,"₹15,000","It nice project offering spacious flats.nice swimming pool,kids play and aport facilities available. Rent flats of 3 BHK in the prime locality of Sector 77. This charming flat available on rent is part of the Bptp Parkland Pride. The rent amount of the flat is very competitive and set at an amount of Rs 15,000/-. Although, the occupier is required to deposit a booking amount of Rs 15000/-. We have some choices in term of preferred tenants to let out the flat and the tenants preferred are Bachelors. The flat comes with some add-on facilities such as jogging and strolling track. The flat is centrally located near near imt and by pass faridabad.easy to commute from delhi and gurugram. It is well-positioned and one can get a view of garden/park, main road. In addition to this, the flat is studded with capacious 3 balconies. The flat available on rent features 3 spacious bedrooms. The flat comes unfurnished and is sure to appeal to you. Owing to continuous demand, the flat is immediately available for rent. "
faridabad,"3 BHK Apartment for Rent in Mayfair Towers, Charmwood Village, Sector 39, Suraj Kund Badkhal Road",Mayfair Towers,Semi-Furnished,Bachelors/Family,Immediately,None,8 out of 8,East,Garden/Park,2,1,"₹26,000","3 BHK Luxury Apartment in the prime location of Faridabad Charmwood village with good connectivity Towards Delhi, Noida, Gurugram only 1 km away from 1 Tughlakabad metro station. If you are planning to rent a flat, you can consider this 3 BHK flat situated in the prime location of Charmwood Village, Sector 39, Suraj Kund Badkhal Road. The state-of-the art flat available on rent is part of the Mayfair Towers. The rental rates are quite justifiable and set at an amount of Rs 26,000/-. However, you are required to deposit a booking amount of Rs 26000/-. We keep a say in the type of tenants preferred to rent our flat and the tenants preferred are Bachelors/Family. The location ensures a splendid view of garden/park. To park your car, the flat comes with a its own 1 covered car parking. It also has 1 balconies. The flat listed for rent boasts of 3 sizable and aesthetically designed bedrooms. The flat comes semi-furnished and is sure to appeal to you. Owing to continuous demand, the flat is immediately available for rent. "
faridabad,"2 BHK Builder Floor for Rent in Greenfield Colony, Mathura Road",None,Unfurnished,Bachelors/Family,Immediately,900 sqft,1 out of 3,West,Garden/Park,2,2,"₹12,000","This Flat is Located in A Block 1st Floor Front Side If taking a flat for rent is on you mind, you must go for 2 BHK flat in Greenfield Colony, Mathura Road located at the heart of the city. Affordable to rent, the flat is available for rent at a competitive amount of Rs 12,000/-. You just have to deposit an initial booking amount of Rs 12000/-. We have some preferences about the tenants to rent the flat and the preferred tenants are Bachelors/Family. Some added-on facilities available with the flat are outdoor tennis courts,laundry service,internet/wi-fi connectivity,intercom facility. Strategically located near gate no 4, the flat is smartly located to offer seamless connectivity. Also, it overlooks garden/park to offer a soothing view. Also, there are 2 balconies in the flat. The flat on rent has 2 large and spacious bedrooms. Designed to meet your modern needs, the flat comes unfurnished. Studded with almost all the features, the flat is immediately available for rent. "
faridabad,"3 BHK Builder Floor for Rent in Sainik Colony, Sector 49",None,Semi-Furnished,Bachelors,Immediately,1200 sqft,1 out of 4,East,Main Road,2,2,"₹12,000","If you are planning to rent a flat, you can consider this 3 BHK flat situated in the prime location of Sainik Colony, Sector 49. The Rent amount is set at an attractive price of Rs 12,000/-. We keep a say in the type of tenants preferred to rent our flat and the tenants preferred are Bachelors. The flat boasts of a superb location near near dav school. It is well placed and enables a view of main road. In addition to this, the flat is studded with capacious 2 balconies. This flat on rent comes with 3 well planned bedrooms. The flat available on rent has an especially carved out 1 store room which can be utilised for extra storage needs. The flat is well-designed and comes semi-furnished, with a unique appeal. Studded with almost all the features, the flat is immediately available for rent. "
faridabad,"3 BHK Apartment for Rent in Sector 28, Mathura Road",None,Semi-Furnished,Bachelors/Family,Immediately,None,1 out of 4,None,None,3,None,"₹22,000","Looking out for a flat for rent? Rent flats of 3 BHK in the well-connected locality of Sector 28, Mathura Road. The rent amount of the flat is very competitive and set at an amount of Rs 22,000/-. We keep a say in the type of tenants preferred to rent our flat and the tenants preferred are Bachelors/Family. This flat on rent comes with 3 well planned bedrooms. Designed to meet your modern needs, the flat comes semi-furnished. It is immediately available for rent. "
faridabad,"3 BHK Apartment for Rent in RPS City, Sector 88",RPS City,Furnished,Bachelors/Family,Immediately,1500 sqft,9 out of 9,East,"Garden/Park, Pool, Main Road",3,3,"₹25,000","3 BHK Fully Furnished flats available with all facilities in rps savana city sec 88 faridabad Looking out for a flat for rent? Rent flats of 3 BHK in the well-connected locality of Sector 88. The spacious flat offered on rent is part of the popular project Rps City. The rental amount of the flat is an affordable Rs 25,000/-. Although, the occupier is required to deposit a booking amount of Rs 30000/-. We have some choices in term of preferred tenants to let out the flat and the tenants preferred are Bachelors/Family. If you rent the flat, you will have access to facilities like jogging and strolling track. The flat is centrally located near the property is close to metro station schools hospitals metro station. It provides an amazing view of garden/park, pool, main road. The flat comes with 1 covered, 1 open car parking for dedicated use. It also has 3 balconies. The flat on rent has 3 large and spacious bedrooms. Designed to meet your modern needs, the flat comes furnished. Studded with almost all the features, the flat is immediately available for rent. "
